39 3 77516 13 2 8 3 2174 0 0 40 0 1 0
50 4 83311 13 0 4 2 0 0 0 13 0 1 0
38 2 215646 9 1 6 3 0 0 0 40 0 1 0
53 2 234721 7 0 6 2 0 4 0 40 0 1 0
28 2 338409 13 0 5 0 0 4 0 40 12 0 0
37 2 284582 14 0 4 0 0 0 0 40 0 0 0
49 2 160187 5 5 2 3 0 4 0 16 18 0 0
52 4 209642 9 0 4 2 0 0 0 45 0 1 1
31 2 45781 14 2 5 3 14084 0 0 50 0 0 1
42 2 159449 13 0 4 2 5178 0 0 40 0 1 1
37 2 280464 10 0 4 2 0 4 0 80 0 1 1
30 3 141297 13 0 5 2 0 1 0 40 7 1 1
23 2 122272 13 2 8 1 0 0 0 30 0 0 0
32 2 205019 12 2 3 3 0 4 0 50 0 1 0
40 2 121772 11 0 1 2 0 1 0 40 -1 1 1
34 2 245487 4 0 10 2 0 2 0 45 20 1 0
25 4 176756 9 2 9 1 0 0 0 35 0 1 0
32 2 186824 9 2 7 5 0 0 0 40 0 1 0
38 2 28887 7 0 3 2 0 0 0 50 0 1 0
43 4 292175 14 1 4 5 0 0 0 45 0 0 1
40 2 193524 16 0 5 2 0 0 0 60 0 1 1
54 2 302146 9 3 2 5 0 4 0 20 0 0 0
35 6 76845 5 0 9 2 0 4 0 40 0 1 0
43 2 117037 7 0 10 2 0 0 2042 40 0 1 0
59 2 109015 9 1 0 5 0 0 0 40 0 0 0
56 5 216851 13 0 0 2 0 0 0 40 0 1 1
19 2 168294 9 2 1 1 0 0 0 40 0 1 0
54 -1 180211 10 0 -1 2 0 1 0 60 10 1 1
39 2 367260 9 1 4 3 0 0 0 80 0 1 0
49 2 193366 9 0 1 2 0 0 0 40 0 1 0
23 5 190709 12 2 12 3 0 0 0 52 0 1 0
20 2 266015 10 2 3 1 0 4 0 44 0 1 0
45 2 386940 13 1 4 1 0 0 1408 40 0 1 0
30 6 59951 10 0 8 1 0 0 0 40 0 1 0
22 3 311512 10 0 2 2 0 4 0 15 0 1 0
48 2 242406 7 2 7 5 0 0 0 40 3 1 0
21 2 197200 10 2 7 1 0 0 0 40 0 1 0
19 2 544091 9 6 8 0 0 0 0 25 0 0 0
31 2 84154 10 0 3 2 0 0 0 38 -1 1 1
48 4 265477 12 0 5 2 0 0 0 40 0 1 0
31 2 507875 5 0 7 2 0 0 0 43 0 1 0
53 4 88506 13 0 5 2 0 0 0 40 0 1 0
24 2 172987 13 0 0 2 0 0 0 50 0 1 0
49 2 94638 9 3 8 5 0 0 0 40 0 0 0
25 2 289980 9 2 6 3 0 0 0 35 0 1 0
57 6 337895 13 0 5 2 0 4 0 40 0 1 1
53 2 144361 9 0 7 2 0 0 0 38 0 1 0
44 2 128354 14 1 4 5 0 0 0 40 0 0 0
41 3 101603 11 0 1 2 0 0 0 40 0 1 0
29 2 271466 11 2 5 3 0 0 0 43 0 1 0
25 2 32275 10 0 4 0 0 3 0 40 0 0 0
18 2 226956 9 2 2 1 0 0 0 30 -1 0 0
47 2 51835 15 0 5 0 0 0 1902 60 14 0 1
50 6 251585 13 1 4 3 0 0 0 55 0 1 1
47 7 109832 9 1 4 3 0 0 0 60 0 1 0
43 2 237993 10 0 0 2 0 0 0 40 0 1 1
46 2 216666 3 0 7 2 0 0 0 40 20 1 0
35 2 56352 11 0 2 2 0 0 0 40 3 1 0
41 2 147372 9 0 8 2 0 0 0 48 0 1 0
30 2 188146 9 0 7 2 5013 0 0 40 0 1 0
30 2 59496 13 0 3 2 2407 0 0 40 0 1 0
32 -1 293936 4 5 -1 3 0 0 0 40 -1 1 0
48 2 149640 9 0 10 2 0 0 0 40 0 1 0
42 2 116632 16 0 5 2 0 0 0 45 0 1 1
29 2 105598 10 1 0 3 0 0 0 58 0 1 0
36 2 155537 9 0 1 2 0 0 0 40 0 1 0
28 2 183175 10 1 8 3 0 0 0 40 0 0 0
53 2 169846 9 0 8 0 0 0 0 40 0 0 1
49 7 191681 10 0 4 2 0 0 0 50 0 1 1
25 -1 200681 10 2 -1 1 0 0 0 40 0 1 0
19 2 101509 10 2 5 1 0 0 0 32 0 1 0
31 2 309974 13 3 3 1 0 4 0 40 0 0 0
29 4 162298 13 0 3 2 0 0 0 70 0 1 1
23 2 211678 10 2 7 3 0 0 0 40 0 1 0
79 2 124744 10 0 5 4 0 0 0 20 0 1 0
27 2 213921 9 2 2 1 0 0 0 40 20 1 0
40 2 32214 12 0 8 2 0 0 0 40 0 1 0
67 -1 212759 6 0 -1 2 0 0 0 2 0 1 0
18 2 309634 7 2 2 1 0 0 0 22 0 0 0
31 5 125927 4 0 9 2 0 0 0 40 0 1 0
18 2 446839 9 2 3 3 0 0 0 30 0 1 0
52 2 276515 13 0 2 2 0 0 0 40 12 1 0
46 2 51618 9 0 2 0 0 0 0 40 0 0 0
59 2 159937 9 0 3 2 0 0 0 48 0 1 0
44 2 343591 9 1 1 3 14344 0 0 40 0 0 1
53 2 346253 9 1 3 1 0 0 0 35 0 0 0
49 5 268234 9 0 12 2 0 0 0 40 0 1 1
33 2 202051 14 0 5 2 0 0 0 50 0 1 0
30 2 54334 5 2 3 3 0 0 0 40 0 1 0
43 6 410867 16 2 5 3 0 0 0 50 0 0 1
57 2 249977 11 0 5 2 0 0 0 40 0 1 0
37 2 286730 10 1 1 5 0 0 0 40 0 0 0
28 2 212563 10 1 7 5 0 4 0 25 0 0 0
30 2 117747 9 0 3 0 0 1 1573 35 -1 0 0
34 5 226296 13 0 12 2 0 0 0 40 0 1 1
29 5 115585 10 2 6 3 0 0 0 50 0 1 0
48 4 191277 16 0 5 2 0 0 1902 60 0 1 1
37 2 202683 10 0 3 2 0 0 0 48 0 1 1
48 2 171095 12 1 4 5 0 0 0 40 2 0 0
32 6 249409 9 2 2 1 0 4 0 40 0 1 0
76 2 124191 14 0 4 2 0 0 0 40 0 1 1
44 2 198282 13 0 4 2 15024 0 0 60 0 1 1
47 4 149116 14 2 5 3 0 0 0 50 0 0 0
20 2 188300 10 2 0 1 0 0 0 40 0 0 0
29 2 103432 9 2 1 3 0 0 0 40 0 1 0
32 7 317660 9 0 1 2 7688 0 0 40 0 1 1
17 -1 304873 6 2 -1 1 34095 0 0 32 0 0 0
30 2 194901 7 2 6 1 0 0 0 40 0 1 0
31 5 189265 9 2 8 3 0 0 0 40 0 0 0
42 2 124692 9 0 6 2 0 0 0 40 0 1 0
24 2 432376 13 2 3 4 0 0 0 40 0 1 0
38 2 65324 15 0 5 2 0 0 0 40 0 1 1
56 4 335605 9 0 2 2 0 0 1887 50 4 1 1
28 2 377869 10 0 3 0 4064 0 0 25 0 0 0
36 2 102864 9 2 7 1 0 0 0 40 0 0 0
53 2 95647 5 0 6 2 0 0 0 50 0 1 0
56 7 303090 10 0 3 2 0 0 0 50 0 1 0
49 5 197371 11 0 1 2 0 4 0 40 0 1 1
55 2 247552 10 0 3 2 0 0 0 56 0 1 0
22 2 102632 9 2 1 3 0 0 0 41 0 1 0
21 2 199915 10 2 2 1 0 0 0 40 0 0 0
40 2 118853 13 0 4 2 0 0 0 60 0 1 0
30 2 77143 13 2 4 1 0 4 0 40 5 1 0
29 3 267989 13 0 5 2 0 0 0 50 0 1 1
19 2 301606 10 2 2 1 0 4 0 35 0 1 0
47 2 287828 13 0 4 0 0 0 0 40 0 0 1
20 2 111697 10 2 8 1 0 0 1719 28 0 0 0
31 2 114937 12 0 8 2 0 0 0 40 0 1 1
35 -1 129305 9 0 -1 2 0 0 0 40 0 1 0
39 2 365739 10 1 1 3 0 0 0 40 0 1 0
28 2 69621 12 2 3 3 0 0 0 60 0 0 0
24 2 43323 9 2 2 3 0 0 1762 40 0 0 0
38 4 120985 9 0 1 2 4386 0 0 35 0 1 0
37 2 254202 13 0 3 2 0 0 0 50 0 1 0
46 2 146195 12 1 0 3 0 4 0 36 0 0 0
38 6 125933 14 0 5 2 0 0 0 40 13 1 1
43 4 56920 9 0 1 2 0 0 0 60 0 1 0
27 2 163127 11 0 8 0 0 0 0 35 0 0 0
20 2 34310 10 2 3 1 0 0 0 20 0 1 0
49 2 81973 10 0 1 2 0 1 0 40 0 1 1
61 7 66614 9 0 1 2 0 0 0 40 0 1 0
27 2 232782 10 2 3 1 0 0 0 40 0 0 0
19 2 316868 10 2 2 1 0 0 0 30 20 1 0
45 2 196584 11 2 5 3 0 0 1564 40 0 0 1
70 2 105376 10 2 0 4 0 0 0 40 0 1 0
31 2 185814 9 2 10 5 0 4 0 30 0 0 0
22 2 175374 10 0 2 2 0 0 0 24 0 1 0
36 2 108293 9 4 2 5 0 0 0 24 0 0 0
64 2 181232 7 0 1 2 0 0 2179 40 0 1 0
43 -1 174662 10 1 -1 3 0 0 0 40 0 0 0
47 5 186009 10 1 8 5 0 0 0 38 20 0 0
34 2 198183 9 2 8 3 0 0 0 40 0 0 0
33 2 163003 13 2 4 4 0 1 0 40 15 0 0
21 2 296158 9 2 1 1 0 0 0 35 0 1 0
52 -1 252903 9 1 -1 3 0 0 0 45 0 1 1
48 2 187715 9 0 1 2 0 0 0 46 0 1 0
23 2 214542 13 2 6 3 0 0 0 40 0 1 0
71 4 494223 10 3 3 5 0 4 1816 2 0 1 0
29 2 191535 9 1 1 3 0 0 0 60 0 1 0
42 2 228456 13 3 2 4 0 4 0 50 0 1 0
68 -1 38317 2 1 -1 3 0 0 0 20 0 0 0
25 2 252752 9 2 2 5 0 0 0 40 0 0 0
44 7 78374 14 1 4 5 0 1 0 40 0 0 0
28 2 88419 9 2 4 3 0 1 0 40 2 0 0
45 4 201080 14 0 3 2 0 0 0 40 0 1 1
36 2 207157 10 1 2 5 0 0 0 40 20 0 0
39 6 235485 12 2 4 3 0 0 0 42 0 1 0
46 3 102628 14 4 12 5 0 0 0 40 0 1 0
18 2 25828 7 2 6 1 0 0 0 16 0 1 0
66 5 54826 11 4 5 3 0 0 0 20 0 0 0
27 2 124953 9 2 2 3 0 0 1980 40 0 1 0
28 3 175325 9 0 12 2 0 0 0 40 0 1 0
51 2 96062 10 0 3 2 0 0 1977 40 0 1 1
27 2 428030 13 2 1 3 0 0 0 50 0 1 0
28 3 149624 13 0 5 2 0 0 0 40 0 1 1
27 2 253814 9 5 3 5 0 0 0 25 0 0 0
21 2 312956 9 2 1 1 0 4 0 40 0 1 0
34 2 483777 9 2 6 3 0 4 0 40 0 1 0
18 2 183930 9 2 2 1 0 0 0 12 0 1 0
33 2 37274 13 0 5 2 0 0 0 65 0 1 0
44 5 181344 10 0 4 2 0 4 0 38 0 1 1
43 2 114580 10 1 8 3 0 0 0 40 0 0 0
30 2 633742 10 2 1 3 0 4 0 45 0 1 0
40 2 286370 4 0 7 2 0 0 0 40 20 1 1
37 6 29054 10 0 8 2 0 0 0 42 0 1 1
34 2 304030 9 0 8 2 0 4 0 40 0 1 0
41 4 143129 13 1 4 3 0 0 0 40 0 0 0
53 -1 135105 13 1 -1 3 0 0 0 50 0 0 0
31 2 99928 14 0 5 0 0 0 0 50 0 0 0
58 3 109567 16 0 5 2 0 0 0 1 0 1 1
38 2 155222 10 1 7 3 0 4 0 28 0 0 0
24 2 159567 10 0 7 2 0 0 0 40 0 1 0
41 5 523910 13 0 1 2 0 4 0 40 0 1 0
47 2 120939 10 0 0 2 0 0 0 45 0 1 0
41 6 130760 13 0 0 2 0 0 0 24 0 1 0
23 2 197387 3 0 10 4 0 0 0 40 20 1 0
36 2 99374 10 1 1 3 0 0 0 40 0 1 0
40 6 56795 14 2 4 3 14084 0 0 55 0 0 1
35 2 138992 14 0 5 4 7298 0 0 40 0 1 1
24 4 32921 9 2 3 3 0 0 0 40 0 1 0
26 2 397317 14 2 5 3 0 0 1876 40 0 0 0
19 -1 170653 9 2 -1 1 0 0 0 40 16 1 0
51 2 259323 13 0 4 2 0 0 0 50 0 1 1
42 5 254817 10 2 5 3 0 0 1340 40 0 0 0
37 3 48211 9 1 8 5 0 0 0 35 0 0 0
18 2 140164 7 2 3 1 0 0 0 40 0 0 0
36 2 128757 13 0 2 2 7298 4 0 36 0 1 1
35 2 36270 9 1 1 3 0 0 0 60 0 1 0
58 7 210563 9 0 3 0 15024 0 0 35 0 0 1
17 2 65368 7 2 3 1 0 0 0 12 0 0 0
44 5 160943 9 0 10 2 0 4 0 40 0 1 0
37 2 208358 9 0 1 2 0 0 0 40 0 1 1
35 2 153790 10 2 3 3 0 2 0 40 0 0 0
60 2 85815 9 0 1 2 0 1 0 40 0 1 0
54 7 125417 4 0 7 2 0 0 0 40 0 1 1
37 2 635913 13 2 4 3 0 4 0 60 0 1 1
50 2 313321 12 1 3 3 0 0 0 40 0 0 0
38 2 182609 13 0 3 2 0 0 0 50 17 1 0
45 2 109434 13 0 5 2 0 0 0 55 0 1 0
25 2 255004 6 2 1 3 0 0 0 40 0 1 0
31 2 197860 10 0 6 2 0 0 0 40 0 1 0
64 -1 187656 2 1 -1 3 0 0 0 40 0 1 0
90 2 51744 9 2 2 3 0 4 2206 40 0 1 0
54 2 176681 9 0 8 2 0 4 0 20 0 1 0
53 5 140359 1 2 7 3 0 0 0 35 0 0 0
18 2 243313 9 2 3 1 0 0 0 40 0 0 0
60 -1 24215 6 1 -1 3 0 2 0 10 0 0 0
66 4 167687 9 0 9 2 1409 0 0 50 0 1 0
75 2 314209 11 4 8 3 0 0 0 20 29 0 0
65 2 176796 9 1 8 3 0 0 0 40 0 0 0
35 2 538583 7 3 10 3 3674 4 0 40 0 1 0
41 2 130408 9 1 3 5 0 4 0 38 0 0 0
25 2 159732 10 2 8 3 0 0 0 42 0 1 0
33 2 110978 10 1 1 4 0 3 0 40 0 0 0
28 2 76714 15 2 5 3 0 0 0 55 0 1 1
59 3 268700 9 0 2 2 0 0 0 40 0 1 0
40 3 170525 10 2 8 3 0 0 0 38 0 0 0
41 2 180138 13 0 4 2 0 0 0 50 13 1 1
38 5 115076 14 0 4 2 0 0 0 70 0 1 1
23 2 115458 9 2 10 1 0 0 0 40 0 1 0
40 2 347890 13 0 5 2 0 0 0 40 0 1 1
41 4 196001 9 0 2 0 0 0 0 20 0 0 0
24 3 273905 12 0 12 2 0 0 0 50 0 1 0
20 -1 119156 10 2 -1 1 0 0 0 20 0 1 0
38 2 179488 10 1 1 3 0 0 1741 40 0 1 0
56 2 203580 9 0 8 2 0 0 0 35 -1 1 0
58 2 236596 9 0 8 2 0 0 0 45 0 1 1
32 2 183916 9 2 2 3 0 0 0 34 0 0 0
40 2 207578 12 0 0 2 0 0 1977 60 0 1 1
45 2 153141 9 0 8 2 0 0 0 40 -1 1 0
41 2 112763 15 0 5 0 0 0 0 40 0 0 1
42 2 390781 13 0 8 0 0 4 0 40 0 0 0
59 5 171328 6 4 2 5 0 4 0 30 0 0 0
19 5 27382 10 2 8 1 0 0 0 40 0 1 0
58 2 259014 10 2 10 3 0 0 0 20 0 1 0
42 4 303044 9 0 9 2 0 1 0 40 1 1 1
20 2 117789 9 2 2 1 0 0 0 40 0 0 0
32 2 172579 9 3 2 3 0 0 0 30 0 0 0
45 2 187666 11 4 4 3 0 0 0 45 0 0 0
